v2_14	goal2626_large	0	2026-06-23T06:03:22+00:00	2026-06-23T08:41:58+00:00
v2_14	goal2636_stress	0	2026-06-23T08:41:58+00:00	2026-06-23T08:56:08+00:00
v2_14	goal3828_full	0	2026-06-23T08:56:08+00:00	2026-06-23T08:56:59+00:00
current	goal2626_large	0	2026-06-23T08:56:59+00:00	2026-06-23T11:36:00+00:00
current	goal2636_stress	0	2026-06-23T11:36:00+00:00	2026-06-23T11:49:11+00:00
current	goal3828_full	0	2026-06-23T11:49:11+00:00	2026-06-23T11:49:57+00:00
