v2_14	goal2626_large	0	2026-06-22T07:40:55+00:00	2026-06-22T10:19:58+00:00
v2_14	goal2636_stress	0	2026-06-22T10:19:58+00:00	2026-06-22T10:33:38+00:00
v2_14	goal3828_full	0	2026-06-22T10:33:38+00:00	2026-06-22T10:34:24+00:00
current	goal2626_large	0	2026-06-22T10:34:24+00:00	2026-06-22T13:13:42+00:00
current	goal2636_stress	0	2026-06-22T13:13:42+00:00	2026-06-22T13:26:41+00:00
current	goal3828_full	0	2026-06-22T13:26:41+00:00	2026-06-22T13:27:23+00:00
