2026-06-20T05:12:31+00:00	current:goal3828_non_numba_7_rows	0
2026-06-20T05:20:13+00:00	current:goal2626_standard_all_rows	0
2026-06-20T05:21:29+00:00	current:goal2636_standard_all_rows	0
2026-06-20T05:21:51+00:00	v2_14:goal3828_non_numba_7_rows	0
2026-06-20T05:29:22+00:00	v2_14:goal2626_standard_all_rows	0
2026-06-20T05:30:37+00:00	v2_14:goal2636_standard_all_rows	0
