goal,status,structured_revision_count,goal_archive_count,report_count,ad_hoc_review_count,primary_structured_revision,primary_goal_archive,sample_report,sample_ad_hoc_review
458,report_or_review_only,0,0,4,1,,,docs/reports/goal458_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal458-v0_7-pre-stage-validation-gate.md
459,report_or_review_only,0,0,4,1,,,docs/reports/goal459_dry_run_staging_command_plan_2026-04-16.json,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal459-v0_7-dry-run-staging-command-plan.md
460,report_or_review_only,0,0,3,1,,,docs/reports/goal460_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal460-v0_7-ready-to-stage-final-hold.md
461,report_or_review_only,0,0,3,1,,,docs/reports/goal461_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal461-v0_7-db-app-demo.md
462,report_or_review_only,0,0,3,1,,,docs/reports/goal462_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal462-v0_7-db-kernel-app-demo.md
463,report_or_review_only,0,0,10,1,,,docs/reports/goal463_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal463-v0_7-post-demo-pre-stage-refresh.md
464,report_or_review_only,0,0,8,1,,,docs/reports/goal464_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal464-v0_7-linux-fresh-checkout-validation.md
465,report_or_review_only,0,0,10,1,,,docs/reports/goal465_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal465-v0_7-post-linux-fresh-pre-stage-refresh.md
466,report_or_review_only,0,0,3,1,,,docs/reports/goal466_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal466-v0_7-release-reports-refresh-after-linux-fresh.md
467,report_or_review_only,0,0,3,1,,,docs/reports/goal467_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal467-v0_7-external-test-report-response.md
468,report_or_review_only,0,0,2,1,,,docs/reports/goal468_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal468-v0_7-release-reports-refresh-after-external-response.md
469,report_or_review_only,0,0,2,1,,,docs/reports/goal469_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal469-v0_7-db-attack-report-gap-closure.md
470,report_or_review_only,0,0,8,1,,,docs/reports/goal470_claude_test_review_audit_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal470-v0_7-pre-release-test-doc-audit.md
471,report_or_review_only,0,0,2,1,,,docs/reports/goal471_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal471-v0_7-external-v0_6_1-expert-attack-suite-intake.md
472,report_or_review_only,0,0,2,1,,,docs/reports/goal472_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal472-v0_7-release-reports-refresh-after-goal471.md
473,report_or_review_only,0,0,3,1,,,docs/reports/goal473_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal473-v0_7-post-goal472-release-evidence-audit.md
474,report_or_review_only,0,0,5,1,,,docs/reports/goal474_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal474-v0_7-post-goal473-pre-stage-refresh.md
475,report_or_review_only,0,0,5,1,,,docs/reports/goal475_external_input_manifest_2026-04-16.csv,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal475-v0_7-external-input-manifest.md
476,no_direct_goal_id_artifact_found,0,0,0,0,,,,
477,report_or_review_only,0,0,5,1,,,docs/reports/goal477_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal477-v0_7-broad-unittest-discovery-repair.md
478,report_or_review_only,0,0,4,1,,,docs/reports/goal478_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal478-v0_7-release-reports-refresh-after-goal477.md
479,report_or_review_only,0,0,5,1,,,docs/reports/goal479_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal479-v0_7-release-candidate-audit-after-goal478.md
480,report_or_review_only,0,0,3,1,,,docs/reports/goal480_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal480-v0_7-release-reports-refresh-after-goal479.md
481,report_or_review_only,0,0,6,1,,,docs/reports/goal481_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal481-v0_7-post-goal480-pre-stage-hold-ledger.md
482,report_or_review_only,0,0,5,1,,,docs/reports/goal482_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal482-v0_7-post-goal481-dry-run-staging-plan.md
483,report_or_review_only,0,0,3,1,,,docs/reports/goal483_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal483-v0_7-release-reports-refresh-after-goal482.md
484,report_or_review_only,0,0,5,1,,,docs/reports/goal484_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal484-v0_7-post-goal483-release-hold-audit.md
485,report_or_review_only,0,0,3,1,,,docs/reports/goal485_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal485-v0_7-ready-for-user-staging-decision-hold.md
486,report_or_review_only,0,0,5,1,,,docs/reports/goal486_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal486-v0_7-post-disk-cleanup-artifact-integrity-audit.md
487,report_or_review_only,0,0,6,1,,,docs/reports/goal487_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal487-v0_7-post-goal486-release-hold-stability-audit.md
488,report_or_review_only,0,0,5,1,,,docs/reports/goal488_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal488-v0_7-front-tutorial-example-doc-consistency-audit.md
489,report_or_review_only,0,0,5,1,,,docs/reports/goal489_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal489-v0_7-history-synchronization-adoption.md
490,report_or_review_only,0,0,6,1,,,docs/reports/goal490_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal490-v0_7-post-goal489-pre-stage-ledger-refresh.md
491,report_or_review_only,0,0,5,1,,,docs/reports/goal491_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal491-v0_7-post-goal490-release-hold-audit.md
492,report_or_review_only,0,0,5,1,,,docs/reports/goal492_external_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal492-v0_7-ready-for-explicit-staging-authorization-hold.md
493,structured_revision_round,1,0,6,1,history/revisions/2026-04-16-goal493-post-v0-7-public-surface-3c,,docs/reports/goal493_claude_review_2026-04-16.md,history/ad_hoc_reviews/2026-04-16-codex-consensus-goal493-post-v0_7-public-surface-3c-audit.md
